公司代码,年度,被购买方名称,股权取得时点,股权取得成本,股权取得比例,股权取得方式,购买日,购买日的确定依据,购买日至期末被购买方的收入,购买日至期末被购买方的净利润
2339,2015,奥通迈胜,2015.7.31,41160000,70,货币资金,2015.7.31,实际控制,58701337.46,19011748.73
2337,2015,广州市井源机电设备有限公司,2015.2.28,144386191.61,51,收购,2015.2.28,取得控制权,69089862.95,15875820.75
2335,2015,上海臣翊网络科技有限公司,2015.7.1,97550000,67,增资,2015.7.1,取得控制,52307482.65,9583720.56
2335,2014,深圳市康必达科技控制技术有限公司,2014.4.30,158105000,51,购买,2014.4.30,办妥交接手续并取得实质控制权,136883307.87,20746491.55
2329,2014,御嘉影视集团有限公司,2014.11.30,682500000,100,支付现金,2014.11.30,控制,68219830.19,"29,687.733.18"
2329,2015,北京盛世骄阳文化传播有限公司,2015.7.31,780000000,100,发行股份及支付现金,2015.7.31,控制,187561931.09,35563656.96
2329,2015,浙江完美在线网络科技有限公司,2015.10.31,180000000,60,支付现金,2015.10.31,控制,18121471.4,5284731.03
2329,2015,皇氏集团湖南优氏乳业有限公司,2015.9.30,80100000,70.2,支付现金,2015.9.30,控制,9360674.76,1551674.02
2328,2015,北京森源 东标电器有限公司,2015.7.31,134297500,55,现金购买,2015.7.31,交接完成，实际控制,10712895.15,-15103492.88
2326,2014,江苏启创化工有限公司,2014.4.21,52000000,100,现金收购,2014.4.21,会计准则,23545653.43,-9657856.36
2326,2015,上海浓辉,2015.6.23,190000000,100,现金收购,2015.6.23,会计准则,162613564.45,11949298.32
2325,2014,上海同筑信息科技有限公司,2014.4.15,20050000,53,收购,2015.4.30,取得实际控制权时点,6690210.48,666245.93
2325,2014,中装新网科技（北京）有限 公司,2014.4.22,21200000,53,收购,2015.4.30,取得实际控制权时点,5226465.63,2867490.87
2325,2014,上海同冉建筑科技有限公司,2014.12.31,N/A,55,收购,N/A,取得实际控制权时点,9114398.11,1888723.55
2324,2015,WPR Holdings LLC,2015.2.12,433330000,100,现金购买,2015.2.12,资产交割完成,769137278.83,10220432.42
2322,2015,江西博微公司,2015.8.11,1260000000,100,购买,2015.8.11,取得控制权,110984604.21,67409956.64
2322,2015,尚洋环科公司,2015.8.5,450000000,100,购买,2015.8.5,取得控制权,181430321.35,35990338.3
2319,2015,北京轩翔思悦传媒广告有限公司,2015.6.25,273000000,75,现金购买,2015.12.22,实际控制,N/A,N/A
2317,2015,广东先强药业有限公司,2015.5.29,1269970000,97.69,分期支付现金,2015.5.31,款项已支付及工商变更,117870370.96,66279395.35
2316,2015,大连先锋投资管理有限公司,2015.8.10,3000000,100,收购,2015.8.10,实际控制,10000,7336.37
2315,2015,"DOBA,INC",2015.11.30,36795209.58,96.08,收购,2015.11.30,支付转股款,5631136.22,-187842.31
2312,2015,烟台伟岸信息科技有限公司,2015.8.17,750000000,100,购买,2015.8.31,工商变更登记手续完成,32599222.13,26173704.44
2311,2015,衡阳吉盛,2015.11.1,"2,0860,000.00",100,购买,2015.11.1,支付全部购买价款并完成工商变更登记,2100045.8,50960.92
2311,2015,高州伟和,2015.5.20,2000000,100,购买,2015.5.20,支付全部购买价款并完成工商变更登记,N/A,-348053.59
2311,2015,高州三和,2015.5.19,4500000,90,购买,2015.5.19,支付全部购买价款并完成工商变更登记,22741047.9,-738939.2
2311,2015,四川海林格,2015.6.25,"10,7200,000.00",67,购买,2015.6.25,支付全部购买价款并完成工商变更登记,3166398.19,-6868598.93
2311,2015,湖南创新,2015.8.31,1000000,65,购买,2015.8.31,支付全部购买价款并完成工商变更登记,50970498.57,-7639744.74
2310,2014,中邦建设工程有限公司,2014.12.24,188050000,100,购买,2014.12.18,工商变更,N/A,N/A
2310,2015,杭州富阳申能固废环保再生有限公司,2015.11.30,1464000000,60,收购,2015.12.14,工商变更及股权款支付达50%以上,91503827.89,27052590.39
2310,2015,苏州市吴中区固体废弃物处理有限公司,2015.11.30,141600000,80,收购,2015.11.10,工商变更及股权款支付达50%以上,3465123.65,1586084.06
2310,2014,东方名源龙盛建设有限公司,2014.4.11,30000000,100,购买,2014.4.11,工商变更,50277326.99,256676.24
2310,2015,杭州富阳金源铜业有限公司,2015.10.31,20000000,100,收购,2015.10.22,工商变更及股权款支付达50%以上,143721661.47,-5227945.3
2309,2015,新电力太阳光御殿场发发电所合同会社,2015.7.8,510,100,购买,2015.7.8,实际取得控制权,N/A,N/A
2309,2015,腾晖卢森堡公司,2015.2.17,216696.2,100,购买,2015.2.17,实际取得控制权,N/A,N/A
2309,2015,TALESUN ENERJi ANONiM iRKET,2015.12.30,605178.7,100,购买,2015.12.30,实际取得控制权,N/A,N/A
2309,2014,平阳县元玮光伏发电有限公司,2014.8.1,N/A,90,购买,2014.8.1,取得控制权,N/A,N/A
2309,2014,中利腾晖（常熟）新能源有限 公司,2014.12.1,2000000,100,购买,2014.12.1,取得控制权,N/A,N/A
2309,2014,内蒙古利硕光伏发电有限公司,2014.11.1,N/A,85,购买,2014.11.1,取得控制权,N/A,N/A
2309,2014,吐鲁番协合太阳能发电有限责任公司,2014.7.1,5000000,100,购买,2014.7.1,取得控制权,N/A,86746.82
2309,2015,日本新电力太阳光岸发电所合同会社,2015.6.30,1501.56,100,购买,2015.6.30,实际取得控制权,N/A,7091.21
2309,2014,意大利SV XIISrl,2014.2.1,5236895.23,100,购买,2014.2.1,取得控制权,2961729.77,320359.03
2309,2014,河北寰达贸易有限公司,2014.6.1,17850000,100,购买,2014.6.1,取得控制权,N/A,-3423553.24
2309,2014,伊犁矽美仕新能源有限公司,2014.4.1,5400000,100,购买,2014.2.1,取得控制权,1306190.35,202892.99
2309,2015,青海中科新能源监测中心有限公司,2015.1.20,7693990.93,74.19,增资,2015.1.20,实际取得控制权,118543.69,-1826262.92
2309,2014,意大利Max FourSrl,2014.2.1,550360.8,100,购买,2014.2.1,取得控制权,5659368.79,1443070.03
2308,2015,北京金色摇篮教育科技有限公司,2015.9.24,857000000,100,现金收购,2015.9.24,实质控制,13098260.75,8290946.32
2308,2015,北京红缨时代教育科技有限公司,2015.2013,519998400,100,现金收购,2015.2.13,实质控制,175538475.05,51863262.89
2307,2015,湖南方正建设工程有限公司,2015.12.31,58216200,100,购买,2015.12.31,工商变更,N/A,N/A
2307,2014,新疆北新新型建材有限公司,2013.2.28,14700000,49,购买,N/A,N/A,N/A,N/A
2307,2015,新疆志诚天路劳务有限责任公司,2015.6.1,7116300,100,购买,2015.6.1,工商变更,72393.36,-206.06
2307,2014,重庆龙积达建材有限公司,2014.8.13,9000000,75,购买,2014.8.13,工商变更,N/A,-5653.1
2307,2014,,2014.1.22,16500000,44,购买,2014.1.22,工商变更,N/A,-2682590.4
2307,2014,新疆通途勘察设计研究院有限公司,2013.12.30,3000000,51,购买,2014.1.1,工商变更,3830843.1,-5135329.55
2306,2014,Confident Echo Holdings Limited,2014.1.31,40953006.77,51,现金收购,2014.1.31,N/A,16822907.77,-3635635.89
2304,2014,哈尔滨市宾州酿酒厂有限公司,2014.3.31,2000000,100,收购,2014.3.31,股权转让已支付,N/A,-647203.63
2304,2014,宁乡汨罗春酒业有限公司,2014.3.31,2129000,100,收购,2014.3.31,股权转让已支付,1937365.54,1812345.05
2303,2015,汇天云网集团有限公司,2014.12.23,32640000,51,收购,2015.12.23,完成工商登记,126552302.98,68261.25
2302,2015,广西屹桂混凝土有限公司,2015.6.30,20060000,100,现金纳入,2015.6.30,已完成投资款项的支付、工商信息的变更、更换公司法人，实施控制,52975286.4,1697337.47
2301,2015,杭州麦苗网络技术有限公司,2015.4.30,337500000,100,现金收购,2015.4.30,权利交割,28097114.1,19158696.37
2298,2014,天津市泰达工程设计有限公司,2014.7.1,112860000,65.74,现金,2014.7.1,完成工商变更登记手续,40187265.69,6552882.23
2298,2015,北京中电兴发科技有限公司,2015.9.1,1724999993.82,100,现金、股份,2015.9.1,工商登记完成,254294192.48,46887662.74
2298,2015,苏州开关二厂有限公司,2015.11.1,294000000,70,现金,2015.11.1,工商登记完成,15441198.64,11571583.58
2294,2014,深圳市信立泰资产管理有限公司,2014.12.31,471500000,100,购买,2014.12.31,取得控制权,N/A,N/A
2294,2014,深圳市健善康医药有限公司,2014.4.1,2000000,100,购买,2014.4.1,取得控制权,151494581.43,3979178.65
2294,2015,苏州金盟生物技术有限公司,2015.9.30,195000000,58.6,购买,2015.9.30,取得实质控制权,N/A,-3482029.7
2294,2015,深圳市科奕顿生物医疗科技有限公司,2015.11.30,15000000,60,购买,2015.11.30,取得实质控制权,N/A,-24730.09
2294,2014,成都金凯生物技术有限公司,2014.11.30,46000000,80,购买,2014.11.30,取得控制权,N/A,-844795.61
2293,2015,南通申宝莱家居用品有限公司,2015.5.31,7267500,51,购买,2015.5.31,协议约定,N/A,N/A
2293,2015,上海内野贸易有限公司,2015.12.31,48000000,60,购买,2015.12.31,股权款项支付,N/A,N/A
2293,2014,南通罗莱投投资发展有限公司,2014.11.30,232177500,51,购买,2014.11.30,取得控制权,14857113.85,171262.46
2292,2015,北京绵绵堂科技有限公司,2015.6.30,10000000,100,增资,2015.6.30,"股权转让,办理股权变更手续",7547.17,-4824143.93
2292,2015,上海攀塔文化传播有限公司,2015.3.31,9375000,60,增资,2015.3.31,"股权转让,办理股权变更手续",378125.57,-1921755.42
2292,2014,北京爱乐游信息技术有限公司,2014.5.12,435960911.6,100,现金及发行股份购买股权,2014.4.30,"2014年公司向张铮、应趣网络、郑美琴、杭州纳加及杭州米艺以发行股份及支付现金方式，购买其持有的方寸科技100%股权；向孟洋、王鹏、腾讯科技、世纪凯华发行股份及支付现金，购买其持有的爱乐游100%股权，共支付交易对价692,000,000.00元，其中，以现金支付443,093,477.20元，剩余248,906,522.80元以发行股份的方式支付，发行股份价格为26.55元/股，共计发行9,375,010股。2014年3月28日，公司收到中国证券监督管理委员会《关于核准广东奥飞动漫文化股份有限公司向张铮等发行股份购买资产并募集配套资金的批复》（证监许可[2014]321号），另根据发行股份购买资产协议书中“标的资产的交割”方寸科技及爱乐游的股权应在本次交易获得中国证监会批准之日起一个月内完成交割，标的资产的交割手续由方寸科技及爱乐游负责办理，公司提供必要协助，自标的资产交割之日起，基于标的资产的一切权利义务由本公司享有及承担。2014年4月底，方寸科技及爱乐游均已办妥标的资产交割手续，此前交易已经获得双方股东会同意、证监会许可，故以2014年4月30日作为购买日。",264757942.96,160054496.43
2292,2014,上海方寸信息科技有限公司,2014.4.30,325000000,100,现金及发行股份购买股权,2014.4.30,"2014年公司向张铮、应趣网络、郑美琴、杭州纳加及杭州米艺以发行股份及支付现金方式，购买其持有的方寸科技100%股权；向孟洋、王鹏、腾讯科技、世纪凯华发行股份及支付现金，购买其持有的爱乐游100%股权，共支付交易对价692,000,000.00元，其中，以现金支付443,093,477.20元，剩余248,906,522.80元以发行股份的方式支付，发行股份价格为26.55元/股，共计发行9,375,010股。2014年3月29日，公司收到中国证券监督管理委员会《关于核准广东奥飞动漫文化股份有限_",43406851.71,29046874.54
2292,2014,壹沙（北京）文化传媒有限公司,2014.4.24,4860000,70,现金增资,2014.4.30,股权转让协议签订、双方董事会通过、支付股权款超过50%，接近工商变更之日,11464850.55,-433188.97
2292,2014,北京魔屏科技有限公司,2014.6.27,25000000,47.5,现金购买及增资,2014.6.30,2014年4月，公司与北京魔屏科技有限公司、自然人佘晓玲、刘健以及北京容联易通信息技术有限公司签订了股权转让及增资协议。协议约定佘晓玲将其持有魔屏13.75%的股权转让给公司，转让价格为人民币550万元；刘健将其持有魔屏11.25%的股权转让给公司，转让价格为人民币450万元；北京容联易通信息技术有限公司将其持有魔屏12.5%的股权转让给奥飞，转让价格为人民币500万元。同时，公司对魔屏投入新增注册资本及超出该注册资本的投资共1000万元（其中包括注册资本108.5714万元）。上述交易完成后，股本结构变更为：奥飞动漫持有魔屏60%的股权，佘晓玲持有魔屏40%的股权。2013年，公司已以500万元对北京魔屏科技有限公司增资取得12.5%的股权。,1229234.01,-3467536
2292,2014,广州叶游戏信息技术有限公司,2014.1.26,28000000,60,现金购买及增资,2014.1.31,股权转让协议签订、双方董事会通过、支付股权款超过50%，接近工商变更之日,24792.35,-12050949.19
2285,2015,青岛荣置地顾问有限公司,2015.8.1,48747480.16,51,支付现金,2015.8.1,股权转移,33973932.53,8640409.82
2285,2015,"厦门市立丹行置业有限公司",2015.1.1,77080000,51,支付现金,2015.1.1,股权转移,137801056.55,31835704.24
2280,2015,上海卓属信息技术有限公司,2015.4.7,127421700,100,受让,2015.4.10,股权已过户且大部分款项已支付,15822938.3,9895030.74
2280,2014,南京金手印商务服务有限公司,2014.1.21,500000,100,受让,2014.1.21,股权已过户及大部分款项已付清,1995592.93,-27411.31
2280,2014,沈阳域宏网络科技有限公司,2014.4.1,500000,100,受让,2014.4.1,股权已过户及大部分款项已付清,219672.83,-21326.59
2280,2014,深圳市科诺泰科技有限公司,2014.3.24,750000,100,受让,2014.3.24,股权已过户及大部分款项已付清,90235.39,-114501.92
2280,2015,上海乐泾达科技有限公司,2015.5.14,129000000,51,受让,2015.5.14,股权已过户且大部分款项已支付,54400169.61,10486987.96
2280,2015,去玩有限公司,2015.5.5,18333900,100,受让,2015.5.7,股权已过户且大部分款项已支付,1408558.68,-1562882.37
2279,2015,北京华夏电通科技有限公司,2015.11.30,600000000,100,并购,2015.11.30,公允价值,38256581.38,7342153.69
2279,2015,北京亿起联科技有限公司,2015.1.31,480000000,100,并购,2015.1.31,公允价值,292528695.65,51252995.93
2278,2014,杭州丰禾石油科技有限公司,2014.12.23,216000000,60,购买,2014.12.23,完成股权转及工商变更登记,0,0
2273,2014,夜视丽、台州方远反光材料有限公司,2014.5.15,250000000,100,现金与发行股份,2014.5.15,控制权发生转移,114004846.45,22357017.15
2271,2014,北京五洲图圆进出口贸易有限公司,2014.9.3,173098.2,100,购买,2014.9.3,股权变更完成日,37611609.94,1515160.33
2271,2015,天津工程公司,2015.8.3,5000000,100,购买,2015.8.1,股权变更完成日,28920405.97,-2941158.64
2271,2015,长沙洛迪环保科技有限公司,2015.5.15,6340000,70.04,购买,2015.6.1,股权变更完成日,8675869.84,-4707078.88
2266,2015,浙江格睿公司,2015.1.31,229500000,51,受让股权,2015.1.31,办妥工商变更,65400334.65,41691839.67
2263,2015,上海游唐公司,2015.4.1,562000000,100,协议转让,2015.4.1,"根据本公司2014年第四次临时股东大会决议，本公司通过非公开发行股份方式受让姜仲杨等持有的上海游唐公司100%股权，该事项于2015年2月26日经中国证券监督管理委员会《关于核准浙江大东南股份有限公司向姜仲杨等发行股份购买资产并募集配套资金的批复》(证监许可[2015]294号文)核准。上海游唐公司于2015年4月2日办妥工商变更登记手续，本公司于2015年4月初已拥有该公司的实质控制权。为了便于核算，将2015年4月1日确定为购买日，自2015年4月1日起将其纳入合并财务报表范围",69717189.14,49366822.03
2261,2015,株式会社GAE,2016.5.7,780000,100,支付现金,2015.5.7,工商变更,6935660.18,754966.82
2261,2015,上海火溶信息科技有限公司,2015.1.7,810000000,90,发行股份及支付现金,2015.1.7,工商变更,116929022.32,66574541.72
2261,2015,海云天科技,2015.11.25,1060000000,100,发行股份及支付现金,2015.1125,工商变更,66132763.63,33806980.01
2261,2015,深圳雅卓亦歌科技有限公司,2015.4.9,1800000,64.29,支付现金,2015.4.9,工商变更,N/A,-3095.97
2261,2015,湖南天天向上网络技术有限公司,2015.2.26,24400000,55.78,支付现金,2015.2.26,工商变更,1611324.44,-2982091.28
